"name","link","Provider","Review_Count","Free_Wifi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant","Price_AMD","Price_USD","externalObjectId","objectType","country","state","city","address","zipcode","phone","photosCount","rankingCategory","objectRank","objectsInCategoryCount","reviewCount","avgScore","certificate","scoreDistribution","languageDistribution","tagcloud"
"Hotel House","https://www.tripadvisor.com//Hotel_Review-g293932-d2224576-Reviews-Hotel_House-Yerevan.html","Booking.com",23,"1","0","1","0","0","0","0",15000,31,"d2224576","Hotel","Armenia","Yerevan","Yerevan","Arami str. 42","0010","Missing","53","B&Bs / Inns in Yerevan","35","139","23","4","Missing","['5', '3', '4', '0', '0']","{'English': '12', 'Russian': '7', 'Italian': '4'}","Missing"
"Hotel King","https://www.tripadvisor.com//Hotel_Review-g293932-d10451796-Reviews-Hotel_King-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",14992,31,"d10451796","Hotel","Armenia","Yerevan","Yerevan","Sasuntsi David str. 76","0008","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Hotel Lilia Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d12011121-Reviews-Hotel_Lilia_Yerevan-Yerevan.html","Booking.com",7,"0","0","0","0","0","0","0",21242,44,"d12011121","Hotel","Armenia","Yerevan","Yerevan","Mashtots St.,14/4","0015","Missing","16","B&Bs / Inns in Yerevan","48","139","7","4.5","Missing","['3', '0', '0', '0', '0']","{'English': '3', 'Russian': '4'}","Missing"
"Hotel M","https://www.tripadvisor.com//Hotel_Review-g293932-d12880529-Reviews-Hotel_M-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",12742,26,"d12880529","Hotel","Armenia","Yerevan","Yerevan","Alek Manukyan Street","0051","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Hotel Meg","https://www.tripadvisor.com//Hotel_Review-g293932-d1232920-Reviews-Hotel_Meg-Yerevan.html","Booking.com",182,"1","0","1","0","0","0","0",19911,41,"d1232920","Hotel","Armenia","Yerevan","Yerevan","Sarmen 1","0009","Missing","69","Hotels in Yerevan","3","82","182","4.5","Certificate of Excellence","['115', '24', '2', '1', '0']","{'English': '142', 'Russian': '20', 'Chinese': 'Sim.', 'French': '6', 'German': '5', 'Spanish': '4', 'Japanese': '2', 'Danish': '1', 'Dutch': '1', 'Polish': '1', 'Portuguese': '1'}","['reviews', 'boutique', 'hotel', 'small', 'hotel', 'rooms', 'are', 'large', 'living', 'room', 'subway', 'line', 'bit', 'difficult', 'to', 'find', 'reception', 'lady', 'delicious', 'breakfast', 'every', 'morning', 'recommend', 'it', 'highly', 'excellent', 'location', 'salami', 'home', 'away', 'from', 'home', 'comfy', 'bed', 'few', 'minutes', 'walk', 'very', 'helpful', 'staff', 'booked', 'this', 'hotel']"
"Hotel Merien","https://www.tripadvisor.com//Hotel_Review-g293932-d14968845-Reviews-Hotel_Merien-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",20667,43,"d14968845","Hotel","Armenia","Yerevan","Yerevan","Myasnikyana ave 39/7","0025","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Hotel National","https://www.tripadvisor.com//Hotel_Review-g293932-d3873711-Reviews-Hotel_National-Yerevan.html","Booking.com",107,"1","0","1","0","0","0","0",45000,93,"d3873711","Hotel","Armenia","Yerevan","Yerevan","Amiryan str. 4/3","0010","Missing","55","Hotels in Yerevan","35","82","105","Missing","Missing","['47', '35', '13', '3', '7']","{'Russian': '52', 'English': '44', 'Arabic': '2'}","['bed linen', 'central city', 'would stay here again', 'four star', 'republic square', 'easy access', 'visit yerevan', 'clean rooms', 'sauna', 'noise', 'housekeeping', 'location', 'english', 'amenities']"
"Hotel Petak","https://www.tripadvisor.com//Hotel_Review-g293932-d4263358-Reviews-Hotel_Petak-Yerevan.html","Booking.com",1,"1","0","1","0","0","0","0",19911,41,"d4263358","Hotel","Armenia","Yerevan","Yerevan","17_ Arshakunyats Ave.","0023","Missing","2","Specialty Lodging in Yerevan","130","281","1","2","Missing","['0', '0', '0', '1', '0']","{'English': '1'}","Missing"
"Hotel Regineh","https://www.tripadvisor.com//Hotel_Review-g293932-d1237108-Reviews-Hotel_Regineh-Yerevan.html","Booking.com",82,"1","0","1","0","0","0","0",17708,37,"d1237108","Hotel","Armenia","Yerevan","Yerevan","Norki Ayginer St","0013","Missing","74","Hotels in Yerevan","37","82","81","4","Missing","['5', '24', '15', '2', '0']","{'English': '46', 'Russian': '15', 'German': '8', 'French': '6', 'Dutch': '5', 'Indonesian': '1', 'Polish': '1'}","['reviews', 'mount', 'ararat', 'minutes', 'by', 'car', 'every', 'morning', 'dram', 'taxi', 'balcony', 'city', 'foyer', 'reception', 'english', 'tour']"
"Hotel Sem","https://www.tripadvisor.com//Hotel_Review-g293932-d10697882-Reviews-Hotel_Sem-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",8333,17,"d10697882","Hotel","Armenia","Yerevan","Yerevan","Missing","0023","Missing","Missing","Missing","Missing","Missing","369","Missing","Missing","Missing","Missing","Missing"
"Hotel Terjan","https://www.tripadvisor.com//Hotel_Review-g293932-d308342-Reviews-Hotel_Terjan-Yerevan.html","Booking.com",1,"0","1","0","1","0","0","0",19911,41,"d308342","Hotel","Armenia","Yerevan","Yerevan","5th Street","375029","Missing","Missing","Hotels in Yerevan","70","82","1","5","Missing","['1', '0', '0', '0', '0']","{'English': '1'}","Missing"
"Hotel Tigran Mets","https://www.tripadvisor.com//Hotel_Review-g293932-d8783668-Reviews-Hotel_Tigran_Mets-Yerevan.html","Booking.com",28,"1","1","0","0","0","0","0",21250,44,"d8783668","Hotel","Armenia","Yerevan","Yerevan","Tigran Mets Avenue 9","0013","Missing","51","Specialty Lodging in Yerevan","28","281","26","4.5","Missing","['8', '3', '1', '1', '0']","{'English': '13', 'Russian': '12', 'Spanish': '1'}","['reviews', 'third', 'floor', 'main', 'square', 'no', 'elevator', 'excellent', 'hotel', 'republic', 'square', 'fridge', 'reception', 'location']"
"Hotel VEM BB on Bagratuniats 3/2","https://www.tripadvisor.com//Hotel_Review-g293932-d11955461-Reviews-Hotel_VEM_BB_on_Bagratuniats_3_2-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",18333,38,"d11955461","Hotel","Armenia","Yerevan","Yerevan","Bagratunyants str. 3/2","0039","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Hov Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d12851589-Reviews-Hov_Hotel-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",7492,15,"d12851589","Hotel","Armenia","Yerevan","Yerevan","Paronyana str. 28","0015","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Hovhan Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d10767849-Reviews-Hovhan_Guest_House-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",12500,26,"d10767849","Hotel","Armenia","Yerevan","Yerevan","Barbyusi str. 42/3","0028","Missing","Missing","Missing","Missing","Missing","362","Missing","Missing","Missing","Missing","Missing"
"Hrashk Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d10727175-Reviews-Hrashk_Hotel-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",15000,31,"d10727175","Hotel","Armenia","Yerevan","Yerevan","Bagrevand St. , 35 Building","2227","Missing","Missing","Missing","Missing","Missing","105","Missing","Missing","Missing","Missing","Missing"
"Hrazdan Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d308338-Reviews-Hrazdan_Hotel-Yerevan.html","Booking.com",100,"1","0","1","0","0","0","0",20000,41,"d308338","Hotel","Armenia","Yerevan","Yerevan","Dzorapi ili Dzoragyukh str. 72","0015","Missing","105","Hotels in Yerevan","43","82","99","Missing","Missing","['15', '42', '32', '8', '2']","{'English': '45', 'Russian': '35', 'French': '7'}","['city centre', 'recommend this hotel', 'the hotel staff']"
"Hyatt Place Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d5281493-Reviews-Hyatt_Place_Yerevan-Yerevan.html","Expedia.com",313,"1","0","1","0","0","0","0",40000,83,"d5281493","Hotel","Armenia","Yerevan","Yerevan","Vazgen Sargsyan, 26/1","0010","Missing","133","Hotels in Yerevan","12","82","310","4.5","Certificate of Excellence","['120', '66', '10', '2', '2']","{'English': '200', 'Russian': '71', 'German': '14', 'Chinese': 'Sim.', 'Spanish': '8', 'French': '6', 'Portuguese': '3', 'Italian': '2', 'Japanese': '2', 'Arabic': '1', 'Polish': '1', 'Swedish': '1'}","['reviews', 'great', 'location', 'republic', 'square', 'great', 'amenities', 'rooms', 'are', 'spacious', 'the', 'room', 'service', 'menu', 'excellent', 'buffet', 'breakfast', 'business', 'hotel', 'good', 'size', 'an', 'iron', 'quality', 'hotel', 'an', 'excellent', 'hotel', 'four', 'star', 'hotel', 'room', 'cleaning', 'necessary', 'amenities', 'cold', 'cuts', 'the', 'main', 'square', 'late', 'check']"
"HyeLandz Eco Village Resort","https://www.tripadvisor.com//Hotel_Review-g293932-d3512376-Reviews-HyeLandz_Eco_Village_Resort-Yerevan.html","Hotels.com",118,"1","0","1","0","0","0","0",19911,41,"d3512376","Hotel","Armenia","Yerevan","Yerevan","2nd Street","2216","098 333322","467","Specialty Lodging in Yerevan","3","281","118","Missing","Certificate of Excellence","['106', '8', '0', '1', '3']","{'English': '93', 'Russian': '15', 'French': '7'}","['farm animals', 'fruit trees', 'lavash', 'beautiful nature', 'personal tour', 'village life', 'own garden', 'wonderful hosts', 'highly recommend it to anyone', 'longer stay', 'spent nights', 'armenian food', 'rooms are clean', 'caroline', 'arthur', 'vodka', 'organic', 'zakarian', 'churning', 'mulberries', 'herbs', 'wedding']"
"ibis Yerevan Center Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d11665411-Reviews-Ibis_Yerevan_Center_Hotel-Yerevan.html","ibis",332,"1","0","1","0","1","0","0",24750,51,"d11665411","Hotel","Armenia","Yerevan","Yerevan","Northern Avenue 5/1","0001","(010) 595959","249","Hotels in Yerevan","8","82","316","Missing","Certificate of Excellence","['210', '70', '25', '7', '4']","{'English': '178', 'Russian': '85', 'French': '25'}","['vienna cafe', 'barman george', 'lovely staffs', 'reservations manager', 'northern avenue', 'lobby bar', 'liberty square', 'ironing room', 'sales executive', 'arrived early morning', 'walking distance to all major attractions', 'rooms are a bit small', 'republic square', 'the main pedestrian street', 'nice and modern hotel', 'special thanks', 'the heart of the city', 'great terrace', 'wifi worked well', 'small fridge', 'comfortable bed', 'reception staff are']"
"Ibiza Hotel & Sauna","https://www.tripadvisor.com//Hotel_Review-g293932-d7380773-Reviews-Ibiza_Hotel_Sauna-Yerevan.html","Booking.com",8,"1","0","1","0","0","0","0",16667,34,"d7380773","Hotel","Armenia","Yerevan","Yerevan","Myasnikyana ave 18/5","0025","Missing","19","B&Bs / Inns in Yerevan","54","139","7","3.5","Missing","['2', '0', '0', '2', '1']","{'English': '5', 'Russian': '2'}","Missing"
"Imperial Palace Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d4886384-Reviews-Imperial_Palace_Hotel-Yerevan.html","Expedia.com",154,"1","0","1","0","0","0","0",36651,76,"d4886384","Hotel","Armenia","Yerevan","Yerevan","Koryun str. 23","0009","Missing","269","Hotels in Yerevan","40","82","153","Missing","Certificate of Excellence","['51', '57', '23', '15', '7']","{'English': '75', 'Russian': '48', 'Spanish': '10'}","['bad smell coming', 'opera house', 'buffet breakfast', 'housekeeping staff', 'double bed', 'rooms are clean', 'location is great', 'star hotel', 'walking distance', 'museum', 'cascade', 'reception', 'city', 'drain', 'english', 'internet']"
"Inga Hotel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d15219439-Reviews-Inga_Hotel_Yerevan-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",14992,31,"d15219439","Hotel","Armenia","Yerevan","Yerevan","Leningradyan St","0099","Missing","13","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Inn Delichi","https://www.tripadvisor.com//Hotel_Review-g293932-d10553726-Reviews-Inn_Delichi-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",17242,36,"d10553726","Hotel","Armenia","Yerevan","Yerevan","Beknazaryan Str. 5","0048","Missing","Missing","Missing","Missing","Missing","237","Missing","Missing","Missing","Missing","Missing"
"Inter Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d8336389-Reviews-Inter_Hostel-Yerevan.html","Booking.com",19,"1","0","1","0","0","0","0",9000,19,"d8336389","Hotel","Armenia","Yerevan","Yerevan","Tolstoy St., 49","0010","Missing","22","Specialty Lodging in Yerevan","78","281","19","Missing","Missing","['10', '2', '2', '0', '5']","{'Russian': '10', 'English': '8', 'Arabic': '1'}","Missing"
"International Hostel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d6681360-Reviews-International_Hostel_Yerevan-Yerevan.html","Booking.com",1,"0","0","0","0","0","0","0",19911,41,"d6681360","Hotel","Armenia","Yerevan","Yerevan","23/11 Leningradyan Str.","0099","Missing","Missing","Specialty Lodging in Yerevan","123","281","1","4","Missing","['0', '1', '0', '0', '0']","{'English': '1'}","Missing"
"iRoom - Guest House/Hostel in Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d15208687-Reviews-IRoom_Guest_House_Hostel_in_Yerevan-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",35000,72,"d15208687","Hotel","Armenia","Yerevan","Yerevan","Paronyana str. 21","0015","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Jasmin Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d8465557-Reviews-Jasmin_Hotel-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",14625,30,"d8465557","Hotel","Armenia","Yerevan","Yerevan","Fuchika str. 1","0078","Missing","Missing","Missing","Missing","Missing","362","Missing","Missing","Missing","Missing","Missing"
"Jericho March Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d12540489-Reviews-Jericho_March_Hostel-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",9990,21,"d12540489","Hotel","Armenia","Yerevan","Yerevan","Nalbandyan Street 19\1","0001","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Joyful Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d12923566-Reviews-Joyful_Hostel-Yerevan.html","Expedia.com",0,"0","0","0","0","0","0","0",12464,26,"d12923566","Hotel","Armenia","Yerevan","Yerevan","31 Nikol Duman Street","0010","Missing","Missing","Missing","Missing","Missing","362","Missing","Missing","Missing","Missing","Missing"
"Kabayan EG Hostel Armenia","https://www.tripadvisor.com//Hotel_Review-g293932-d13530668-Reviews-Kabayan_EG_Hostel_Armenia-Yerevan.html","Booking.com",0,"1","0","0","0","0","0","0",12492,26,"d13530668","Hotel","Armenia","Yerevan","Yerevan","Avag Petrosyan Street","0042","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Kamurj Apart Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d11768914-Reviews-Kamurj_Apart_Hotel-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",26242,54,"d11768914","Hotel","Armenia","Yerevan","Yerevan","Dzoragyugh Azgagrakana 21/1","0063","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Kantar","https://www.tripadvisor.com//Hotel_Review-g293932-d6984429-Reviews-Kantar-Yerevan.html","Hotels.com",182,"1","0","1","0","0","0","0",19911,41,"d6984429","Hotel","Armenia","Yerevan","Yerevan","Dyekhatan str. 10","0010","Missing","206","Specialty Lodging in Yerevan","2","281","181","4.5","Certificate of Excellence","['71', '16', '1', '1', '2']","{'English': '91', 'Russian': '65', 'German': '6', 'French': '4', 'Japanese': '4', 'Dutch': '3', 'Italian': '3', 'Spanish': '2', 'Finnish': '1', 'Polish': '1', 'Portuguese': '1'}","['reviews', 'security', 'guy', 'washing', 'machine', 'awesome', 'stay', 'bedroom', 'apartment', 'republic', 'square', 'kitchen', 'area', 'super', 'kind', 'beds', 'were', 'comfortable', 'nice', 'room', 'excellent', 'wifi', 'common', 'areas', 'wifi', 'connection', 'visiting', 'yerevan', 'great', 'place', 'to', 'stay', 'minute', 'walk', 'breakfast', 'room', 'nice', 'breakfast']"
"Karinitas Family Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d10891048-Reviews-Karinitas_Family_Hostel-Yerevan.html","Booking.com",0,"1","0","0","0","0","0","0",6658,14,"d10891048","Hotel","Armenia","Yerevan","Yerevan","Isahakyan Street 14 Apt 9, 2nd floor","0001","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Karson Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d7198588-Reviews-Karson_Hostel-Yerevan.html","Hotels.com",3,"0","0","0","0","0","0","0",19911,41,"d7198588","Hotel","Armenia","Yerevan","Yerevan","16 Isaakyan A. str., Apt. 10","0025","Missing","Missing","Specialty Lodging in Yerevan","142","281","3","2.5","Missing","['1', '0', '0', '1', '1']","Missing","Missing"
"KaTun  Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d14411765-Reviews-KaTun_Hostel-Yerevan.html","Expedia.com",12,"1","0","1","0","0","0","0",7397,15,"d14411765","Hotel","Armenia","Yerevan","Yerevan","Aygestan 3 str bld 9","0070","Missing","37","Specialty Lodging in Yerevan","52","281","11","5","Missing","['9', '0', '0', '0', '0']","{'English': '9', 'German': '1', 'Spanish': '1'}","Missing"
"Kesabella Touristic House","https://www.tripadvisor.com//Hotel_Review-g293932-d7059740-Reviews-Kesabella_Touristic_House-Yerevan.html","Booking.com",5,"1","0","1","0","0","0","0",13889,29,"d7059740","Hotel","Armenia","Yerevan","Yerevan","Yerevanian St., 3","0088","Missing","7","B&Bs / Inns in Yerevan","36","139","5","4.5","Missing","['3', '1', '0', '0', '0']","{'English': '4', 'Russian': '1'}","Missing"
"Komitas Avenue Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d12494833-Reviews-Komitas_Avenue_Guest_House-Yerevan.html","Hotels.com",37,"1","0","1","0","0","0","0",19911,41,"d12494833","Hotel","Armenia","Yerevan","Yerevan","Komitas ave 51/1","0014","Missing","146","Specialty Lodging in Yerevan","6","281","36","5","Missing","['7', '1', '0', '0', '0']","{'English': '8', 'Russian': '27', 'French': '1'}","Missing"
"Kond guest house","https://www.tripadvisor.com//Hotel_Review-g293932-d14905575-Reviews-Kond_guest_house-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",12492,26,"d14905575","Hotel","Armenia","Yerevan","Yerevan","Leo street","0002","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Kvartiri","https://www.tripadvisor.com//Hotel_Review-g293932-d13375292-Reviews-Kvartiri-Yerevan.html","Booking.com",0,"1","0","0","0","0","0","1",24992,52,"d13375292","Hotel","Armenia","Yerevan","Yerevan","22 Vardanants Street Argishti 15","0070","Missing","Missing","Missing","Missing","Missing","418","Missing","Missing","Missing","Missing","Missing"
"L'image Art Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d14780154-Reviews-L_image_Art_Hotel-Yerevan.html","Booking.com",12,"0","1","0","0","0","0","0",21240,44,"d14780154","Hotel","Armenia","Yerevan","Yerevan","Pavstos Buzand street, Building 1, 1/1","0068","Missing","16","Hotels in Yerevan","50","82","10","4.5","Missing","['3', '2', '0', '1', '0']","{'English': '6', 'Russian': '4'}","Missing"
"Latar Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d4176271-Reviews-Latar_Hotel-Yerevan.html","Expedia.com",19,"1","0","1","0","0","0","0",83121,172,"d4176271","Hotel","Armenia","Yerevan","Yerevan","Silikyan district 5th street, 58","0029","Missing","27","Hotels in Yerevan","59","82","19","4","Missing","['2', '3', '1', '0', '1']","{'English': '7', 'Russian': '11', 'French': '1'}","Missing"
"LeMarz Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d10540941-Reviews-LeMarz_Hostel-Yerevan.html","Booking.com",1,"1","0","0","0","0","0","0",20833,43,"d10540941","Hotel","Armenia","Yerevan","Yerevan","Keri Street 79, Qeru Street 79","0002","Missing","2","Specialty Lodging in Yerevan","106","281","1","5","Missing","['1', '0', '0', '0', '0']","{'English': '1'}","Missing"
"Light Wings Guesthouse","https://www.tripadvisor.com//Hotel_Review-g293932-d15022975-Reviews-Light_Wings_Guesthouse-Yerevan.html","Booking.com",2,"0","0","0","0","0","0","0",12492,26,"d15022975","Hotel","Armenia","Yerevan","Yerevan","Antarain str. 24/1","0009","Missing","Missing","B&Bs / Inns in Yerevan","45","139","2","5","Missing","['2', '0', '0', '0', '0']","{'English': '2'}","Missing"
"Light Wings Hostel & Tours","https://www.tripadvisor.com//Hotel_Review-g293932-d12688198-Reviews-Light_Wings_Hostel_Tours-Yerevan.html","Booking.com",3,"0","0","0","0","0","0","0",30000,62,"d12688198","Hotel","Armenia","Yerevan","Yerevan","9th Aygestan Str.","0025","Missing","4","Specialty Lodging in Yerevan","77","281","2","5","Missing","['1', '0', '0', '0', '0']","{'English': '1', 'German': '1'}","Missing"
"Like Home","https://www.tripadvisor.com//Hotel_Review-g293932-d13204130-Reviews-Like_Home-Yerevan.html","Booking.com",2,"1","0","1","0","0","0","0",20250,42,"d13204130","Hotel","Armenia","Yerevan","Yerevan","Aygyestan 11 str. 10","0025","Missing","2","Specialty Lodging in Yerevan","72","281","2","5","Missing","['1', '0', '0', '0', '0']","{'English': '1', 'Russian': '1'}","Missing"
"Little Manila Hostel & Tours","https://www.tripadvisor.com//Hotel_Review-g293932-d11981746-Reviews-Little_Manila_Hostel_Tours-Yerevan.html","Booking.com",0,"1","1","0","0","0","0","0",14158,29,"d11981746","Hotel","Armenia","Yerevan","Yerevan","Yeznik Koghbatsi St. 83","0033","Missing","7","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Lucky Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d13966602-Reviews-Lucky_Hostel-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",4992,10,"d13966602","Hotel","Armenia","Yerevan","Yerevan","Tumanyan O. str. 1 / 37","0001","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Luxe Proshyan Str","https://www.tripadvisor.com//Hotel_Review-g293932-d10630717-Reviews-Luxe_Proshyan_Str-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",66490,137,"d10630717","Hotel","Armenia","Yerevan","Yerevan","Proshyan ul. Pereulok 1, dom 70/3, 2 Etazhnyy Dom","0019","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Luxury Hostel in Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d10753688-Reviews-Luxury_Hostel_in_Yerevan-Yerevan.html","Hotels.com",0,"0","0","0","0","0","0","0",19911,41,"d10753688","Hotel","Armenia","Yerevan","Yerevan","Tavrizyan str. 61","0012","Missing","Missing","Missing","Missing","Missing","237","Missing","Missing","Missing","Missing","Missing"
"Luys Hostel & Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d15030137-Reviews-Luys_Hostel_Guest_House-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",9989,21,"d15030137","Hotel","Armenia","Yerevan","Yerevan","Keri str. 55/1","0028","Missing","33","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Magnoliya Butik-Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d13414751-Reviews-Magnoliya_Butik_Hostel-Yerevan.html","Booking.com",1,"1","0","0","0","0","0","0",17156,35,"d13414751","Hotel","Armenia","Yerevan","Yerevan","Pr.Mashtots 37, sq. 65","0002","Missing","Missing","Specialty Lodging in Yerevan","93","281","1","5","Missing","['1', '0', '0', '0', '0']","{'English': '1'}","Missing"
"Mashtots Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d12120962-Reviews-Mashtots_Hotel-Yerevan.html","Booking.com",15,"0","0","0","0","0","0","0",20825,43,"d12120962","Hotel","Armenia","Yerevan","Yerevan","Mesrop Mashtots Avenue 40A","0002","Missing","18","B&Bs / Inns in Yerevan","32","139","16","4","Missing","['1', '3', '0', '0', '0']","{'English': '4', 'Russian': '8', 'Italian': '2', 'Chinese': 'Trad.', 'French': '1'}","Missing"
"Masiv Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d7063615-Reviews-Masiv_Hostel-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",47619,98,"d7063615","Hotel","Armenia","Yerevan","Yerevan","Floor 4-5 Moldovakan str.","0096","Missing","5","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Master's House Dayan","https://www.tripadvisor.com//Hotel_Review-g293932-d10817665-Reviews-Master_s_House_Dayan-Yerevan.html","Booking.com",6,"1","0","1","0","0","0","0",13325,28,"d10817665","Hotel","Armenia","Yerevan","Yerevan","Lusinyants 11","0082","Missing","24","B&Bs / Inns in Yerevan","31","139","6","Missing","Missing","['6', '0', '0', '0', '0']","{'Russian': '3', 'English': '1', 'French': '1', 'Italian': '1'}","Missing"
"MBM Hotel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d13965226-Reviews-MBM_Hotel_Yerevan-Yerevan.html","Booking.com",4,"1","0","1","0","0","0","0",19325,40,"d13965226","Hotel","Armenia","Yerevan","Yerevan","Kochar Yervand str. 19/8","0070","Missing","14","B&Bs / Inns in Yerevan","37","139","3","5","Missing","['3', '0', '0', '0', '0']","Missing","Missing"
"Messier 53 Hotel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d12311601-Reviews-Messier_53_Hotel_Yerevan-Yerevan.html","Booking.com",74,"1","0","1","0","0","0","0",41658,86,"d12311601","Hotel","Armenia","Yerevan","Yerevan","Vardanants St.,15/4","0010","Missing","106","Hotels in Yerevan","34","82","66","4.5","Missing","['32', '6', '2', '0', '3']","{'English': '43', 'Russian': '17', 'French': '4', 'Chinese': 'Trad.', 'Swedish': '1'}","['reviews', 'special', 'thanks', 'standard', 'room', 'republic', 'square', 'hotel', 'is', 'located', 'great', 'hotel', 'comfortable', 'bed', 'reception', 'staff', 'yogurt', 'spa', 'lobby', 'taxi', 'jacuzzi', 'atm', 'wifi', 'toilet', 'amenities', 'driver']"
"Metax House Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d15324314-Reviews-Metax_House_Yerevan-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",15990,33,"d15324314","Hotel","Armenia","Yerevan","Yerevan","Txaxotagortneri 101,Tskhakhotagortsneri 101 Home 101","0018","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Metro Aparthotel","https://www.tripadvisor.com//Hotel_Review-g293932-d11760668-Reviews-Metro_Aparthotel-Yerevan.html","Booking.com",1,"1","0","0","0","0","0","0",12742,26,"d11760668","Hotel","Armenia","Yerevan","Yerevan","Argishti Street 4","0015","Missing","Missing","Specialty Lodging in Yerevan","121","281","1","4","Missing","['0', '1', '0', '0', '0']","{'English': '1'}","Missing"
